id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
7564,Resort Hotel,383,2016,October,41,6,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,54.0,1
7565,City Hotel,7,2017,February,9,27,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0
7566,City Hotel,62,2016,June,24,9,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0
7567,City Hotel,18,2016,December,53,31,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0
7568,City Hotel,6,2017,May,19,10,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0
7569,City Hotel,13,2015,October,43,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0
7570,City Hotel,41,2016,December,53,27,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,69.29,0
7571,City Hotel,90,2016,December,53,26,1,4,2,0.0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,88.74,0
7572,City Hotel,129,2016,October,41,7,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,146.92,0
7573,City Hotel,64,2017,April,13,1,2,2,2,2.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,2,No Deposit,14.0,,0,Transient,204.01,0
7574,City Hotel,303,2016,December,53,27,1,5,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,159.23,0
7575,City Hotel,228,2017,June,23,4,3,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,113.57,0
7576,Resort Hotel,81,2016,March,11,9,0,3,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,115.0,,0,Transient-Party,86.55,0
7577,Resort Hotel,312,2017,March,10,5,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,56.0,0
7578,City Hotel,393,2016,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0
7579,City Hotel,80,2017,May,19,11,1,3,3,0.0,0,HB,ARG,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,210.75,0
7580,City Hotel,200,2015,September,37,12,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0
7581,City Hotel,177,2017,April,16,21,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0
7582,City Hotel,447,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
7583,City Hotel,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0
7584,Resort Hotel,19,2016,January,2,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,52.8,0
7585,City Hotel,155,2017,August,34,26,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,173.7,0
7586,City Hotel,290,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
7587,City Hotel,1,2016,September,38,17,4,9,0,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,K,2,No Deposit,9.0,,0,Transient,16.92,0
7588,Resort Hotel,39,2017,April,15,10,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,117.0,0
7589,City Hotel,191,2017,August,33,15,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,175.5,0
7590,City Hotel,19,2015,December,52,24,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,83.75,0
7591,City Hotel,4,2016,January,2,6,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0
7592,Resort Hotel,68,2015,August,34,18,2,5,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,142.0,,0,Transient,162.2,0
7593,Resort Hotel,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,434.0,,0,Transient-Party,92.0,0
7594,City Hotel,1,2016,March,12,14,1,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,106.0,0
7595,Resort Hotel,62,2015,September,36,1,0,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,128.0,0
7596,Resort Hotel,26,2016,January,1,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,,0,Transient,65.0,0
7597,City Hotel,101,2016,July,28,4,1,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,102.25,0
7598,City Hotel,13,2016,March,13,20,1,0,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,85.0,0
7599,Resort Hotel,317,2017,June,25,24,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,98.09,0
7600,City Hotel,2,2016,November,48,25,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,15.0,,0,Transient,144.8,0
7601,City Hotel,67,2016,June,24,10,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,116.1,0
7602,Resort Hotel,189,2016,June,27,26,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,117.29,1
7603,City Hotel,594,2017,February,8,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
7604,City Hotel,236,2017,July,27,4,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,16.0,,0,Transient-Party,80.1,0
7605,City Hotel,67,2015,September,37,6,2,2,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,80.0,0
7606,City Hotel,166,2016,August,32,2,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0
7607,City Hotel,301,2016,November,47,18,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0
7608,City Hotel,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0
7609,City Hotel,315,2017,July,27,7,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,91.85,0
7610,City Hotel,258,2016,September,37,8,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0
7611,City Hotel,0,2015,September,39,22,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,2,A,F,1,No Deposit,,45.0,0,Transient,0.0,0
7612,City Hotel,39,2015,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,109.0,0
7613,City Hotel,0,2017,January,5,31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,2,2,A,A,0,No Deposit,,40.0,0,Transient,65.0,0
7614,City Hotel,1,2015,August,33,10,1,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0
7615,City Hotel,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0
7616,City Hotel,1,2016,November,46,12,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0
7617,City Hotel,205,2017,April,17,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.46,0
7618,Resort Hotel,52,2016,November,47,14,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,67.8,0
7619,Resort Hotel,4,2017,July,27,8,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,4,No Deposit,250.0,,0,Transient,170.0,1
7620,Resort Hotel,94,2016,August,35,27,2,6,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,181.0,,0,Transient,128.0,0
7621,Resort Hotel,26,2015,September,36,5,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142.0,,0,Contract,124.8,0
7622,City Hotel,118,2017,May,18,3,1,4,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0
7623,City Hotel,192,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,102.0,0
7624,City Hotel,15,2017,February,9,28,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0
7625,Resort Hotel,59,2015,October,43,18,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,56.0,0
7626,Resort Hotel,8,2016,April,18,30,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,91.0,0
7627,City Hotel,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0
7628,City Hotel,277,2016,September,37,5,2,5,2,0.0,0,HB,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,89.14,0
7629,Resort Hotel,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0
7630,Resort Hotel,38,2016,July,31,29,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0
7631,City Hotel,101,2016,April,18,26,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient-Party,98.0,0
7632,City Hotel,317,2017,August,32,11,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,116.1,0
7633,City Hotel,256,2016,June,25,15,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0
7634,City Hotel,153,2017,May,19,12,1,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,187.5,0
7635,City Hotel,123,2017,February,8,19,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0
7636,City Hotel,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,2,No Deposit,,68.0,0,Transient-Party,100.0,0
7637,City Hotel,73,2016,April,15,3,2,1,2,1.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient-Party,94.0,0
7638,Resort Hotel,17,2017,January,4,27,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171.0,,0,Contract,51.0,1
7639,Resort Hotel,1,2016,November,48,26,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,84.0,1
7640,City Hotel,138,2016,August,36,29,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0
7641,City Hotel,0,2016,December,53,26,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0
7642,City Hotel,3,2017,June,25,23,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,425.0,,0,Transient,147.6,0
7643,City Hotel,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0
7644,Resort Hotel,1,2016,March,10,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,,0,Transient,43.0,0
7645,City Hotel,34,2016,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.45,0
7646,Resort Hotel,209,2017,August,32,6,2,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,188.0,0
7647,Resort Hotel,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0
7648,City Hotel,108,2016,April,16,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.3,0
7649,City Hotel,0,2016,October,42,12,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,139.5,0
7650,Resort Hotel,90,2017,August,34,26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,201.43,0
7651,City Hotel,11,2016,November,46,7,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,126.69,0
7652,City Hotel,0,2016,April,16,15,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0
7653,City Hotel,0,2016,October,44,28,0,0,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,8.0,,0,Transient,0.0,0
7654,Resort Hotel,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,E,E,0,No Deposit,434.0,,0,Transient-Party,102.0,0
7655,City Hotel,91,2017,June,25,18,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,216.0,0
7656,City Hotel,20,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0
7657,City Hotel,56,2016,June,24,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191.0,,0,Transient-Party,120.0,0
7658,City Hotel,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0
7659,City Hotel,60,2017,April,14,8,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.2,0
7660,Resort Hotel,171,2016,July,30,18,2,5,2,0.0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,126.8,0
7661,City Hotel,72,2015,July,28,8,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0
7662,City Hotel,356,2015,October,41,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0
7663,Resort Hotel,169,2016,March,14,31,1,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,Refundable,,223.0,0,Transient-Party,60.0,0
7664,Resort Hotel,223,2016,September,36,1,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,81.9,0
7665,City Hotel,105,2016,March,12,18,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0
7666,City Hotel,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0
7667,City Hotel,72,2015,November,47,19,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.0,0
7668,City Hotel,220,2016,December,53,30,2,2,3,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,114.75,0
7669,City Hotel,391,2016,July,31,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0
7670,City Hotel,5,2017,January,3,17,0,3,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.67,0
7671,Resort Hotel,27,2017,January,5,30,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0
7672,City Hotel,90,2016,November,46,7,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,171.9,0
7673,City Hotel,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0
7674,City Hotel,205,2016,October,43,20,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,95.5,0
7675,City Hotel,19,2015,September,40,28,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,170.0,0
7676,Resort Hotel,81,2015,October,44,31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.29,0
7677,City Hotel,138,2017,August,33,19,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0
7678,City Hotel,65,2017,August,35,31,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0
7679,City Hotel,94,2017,January,2,10,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0
7680,City Hotel,44,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,2,No Deposit,1.0,,0,Transient-Party,98.0,0
7681,Resort Hotel,12,2015,September,38,13,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,122.75,1
7682,Resort Hotel,10,2016,December,49,3,0,1,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,44.0,0
7683,City Hotel,113,2016,September,38,11,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,129.6,0
7684,City Hotel,32,2016,February,6,5,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,89.3,0
7685,City Hotel,39,2017,June,24,13,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,229.0,,0,Transient-Party,80.0,0
7686,City Hotel,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0
7687,City Hotel,78,2017,January,4,25,0,2,2,0.0,0,BB,SVK,Groups,TA/TO,0,0,0,A,K,1,No Deposit,,365.0,0,Transient-Party,95.0,0
7688,City Hotel,8,2016,June,24,7,0,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,,0,Transient,117.87,0
7689,City Hotel,0,2015,November,48,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,148.0,,0,Transient,88.0,0
7690,City Hotel,1,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0
7691,Resort Hotel,170,2017,May,22,28,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,410.0,,0,Transient,55.5,0
7692,City Hotel,18,2015,October,41,4,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,0,Transient,110.0,0
7693,Resort Hotel,30,2016,May,22,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0
7694,City Hotel,37,2016,May,20,13,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0
7695,City Hotel,7,2017,March,10,6,1,0,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.4,0
7696,City Hotel,233,2017,June,25,23,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0
7697,City Hotel,1,2017,March,12,22,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,79.2,0
7698,Resort Hotel,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,68.0,0
7699,City Hotel,304,2015,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0
7700,City Hotel,109,2016,October,43,20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0
7701,City Hotel,96,2017,May,19,8,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0
7702,Resort Hotel,9,2015,October,41,8,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Contract,37.8,0
7703,Resort Hotel,221,2016,June,25,13,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,53.12,0
7704,Resort Hotel,0,2015,November,49,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,88.0,,0,Transient,35.0,0
7705,Resort Hotel,190,2016,May,20,14,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,79.2,0
7706,City Hotel,175,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0
7707,City Hotel,109,2017,April,17,28,2,2,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.25,0
7708,City Hotel,0,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,2,A,A,0,No Deposit,,45.0,0,Transient,0.0,0
7709,City Hotel,262,2017,July,27,5,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.35,0
7710,Resort Hotel,9,2017,March,13,30,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,84.47,0
7711,Resort Hotel,5,2016,October,44,29,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,38.0,0
7712,Resort Hotel,56,2015,September,40,28,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,108.09,0
7713,City Hotel,444,2016,December,49,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,34.0,,39,Transient,75.0,0
7714,City Hotel,269,2015,July,29,13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0
7715,City Hotel,89,2015,August,33,11,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0
7716,City Hotel,0,2017,March,10,7,0,5,1,0.0,0,BB,USA,Direct,Direct,0,0,0,D,A,0,No Deposit,,,0,Transient,90.0,0
7717,City Hotel,294,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0
7718,Resort Hotel,107,2016,June,23,1,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,82.0,0
7719,City Hotel,292,2017,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0
7720,Resort Hotel,92,2016,May,21,17,2,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0
7721,City Hotel,4,2016,February,6,5,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,1
7722,Resort Hotel,34,2015,September,38,16,2,5,2,1.0,0,BB,PRT,Direct,Direct,0,1,0,C,C,0,No Deposit,,,0,Transient,114.0,0
7723,Resort Hotel,4,2015,September,37,7,1,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,250.0,,0,Transient,161.0,0
